county_name,year,median_income,median_home,median_rent,state_fips,county_fips,pop,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,mortgage_rate,fed_rate,cpi,inflation_rate,housing_burden,hud_burden,real_income_index,macro_housing_pressure
Chenango County,2020,51756,102300,692,36,017,48765,546,629,780,978,1057,3.1136666666666666,0.37583333333333335,258.85575,1.2529373358571627,0.16044516577788082,0.18084859726408534,19994.147319501306,0.4995727645103949
Chenango County,2021,55690,107900,714,36,017,48765,543,646,791,1007,1073,2.9557083333333334,0.08,270.97341666666665,4.681242996018686,0.15385167893697252,0.17044352666546955,20551.831498846288,0.4547406895313342
Chenango County,2022,61741,121100,798,36,017,48765,525,638,767,979,1044,5.3275,1.6833333333333333,292.62641666666667,7.990820747791694,0.1550995286762443,0.14907435901588895,21098.915369055594,0.8262927390226914
Chenango County,2023,62093,128100,819,36,017,47527,577,696,829,1077,1192,6.795375,5.024166666666667,304.70300000000003,4.126962791295052,0.15827871096580934,0.16021129595928688,20378.204349809486,1.0755631955292866
Chenango County,2024,62948,137900,875,36,017,47527,672,777,905,1214,1354,6.7236666666666665,5.1433333333333335,313.6981666666667,2.9521096499432797,0.1668043464446845,0.17252335260850227,20066.42265999854,1.1215368240452437
Clinton County,2009,47786,112400,650,36,019,79894,637,640,767,974,1266,5.041375,0.16,214.56466666666665,NA,0.1632277236010547,0.19260871384924455,22271.141256559797,0.8228921650692672
Clinton County,2010,47489,117800,659,36,019,79894,662,665,797,1012,1316,4.6905833333333335,0.175,218.07616666666667,1.6365695501278532,0.16652277369496093,0.2013940070332077,21776.3365551944,0.7810889469140222
Clinton County,2011,49260,119600,693,36,019,79894,656,659,790,1003,1304,4.4558333333333335,0.10166666666666667,224.923,3.1396522774535196,0.16881851400730816,0.19244823386114496,21900.828283457005,0.752227161997564
Clinton County,2012,50522,122500,713,36,019,79894,655,657,788,1001,1301,3.6559166666666667,0.14,229.58608333333333,2.0731909735035137,0.16935196548038478,0.187165987094731,22005.689224049223,0.6191366731324968
Clinton County,2013,50282,122900,719,36,019,82128,514,577,737,989,1067,3.9819166666666668,0.1075,232.95175,1.4659715509759863,0.1715922198798775,0.17588799172666164,21584.72730941064,0.6832659202100155
Clinton County,2014,50985,125200,736,36,019,82128,567,638,814,1092,1178,4.172833333333333,0.08916666666666667,236.715,1.6154632879984865,0.17322741982936157,0.19158576051779935,21538.55902667765,0.7228491517112876
Clinton County,2015,49930,124200,744,36,019,82128,589,662,845,1134,1223,3.849,0.1325,237.00175000000002,0.12113723253701636,0.17881033446825556,0.20308431804526336,21067.35498788511,0.6882409773683157
Clinton County,2016,50502,127500,748,36,019,82128,482,656,782,988,1072,3.6477083333333336,0.395,240.00541666666666,1.2673605433996427,0.17773553522632768,0.18581442319116073,21042.025093183664,0.6483273929745358
Clinton County,2017,52759,129000,762,36,019,82128,567,716,852,1098,1174,3.991,1.0016666666666667,245.121,2.1314449500271726,0.17331640099319548,0.1937868420553839,21523.655663937403,0.6917057563638431
Clinton County,2018,55178,132000,796,36,019,82128,568,663,808,1040,1100,4.539041666666667,1.8316666666666666,251.0995,2.438999514525486,0.17311247236217334,0.1757222081264272,21974.555903138,0.7857647250715866
Clinton County,2019,56365,134100,810,36,019,82128,567,659,810,1052,1131,3.93375,2.158333333333333,255.65258333333333,1.8132586219141489,0.17244744078772287,0.17244744078772287,22047.4987051112,0.6783651201987048
Clinton County,2020,59510,139600,835,36,019,81225,636,671,842,1092,1168,3.1136666666666666,0.37583333333333335,258.85575,1.2529373358571627,0.16837506301461938,0.16978659048899344,22989.6380513085,0.5242638212065198
Clinton County,2021,62470,143800,872,36,019,81225,692,697,884,1150,1266,2.9557083333333334,0.08,270.97341666666665,4.681242996018686,0.16750440211301423,0.16980950856411078,23053.921956059035,0.4950941571954538
Clinton County,2022,67097,165200,944,36,019,81225,682,686,884,1134,1219,5.3275,1.6833333333333333,292.62641666666667,7.990820747791694,0.168830201052208,0.1580994679344829,22929.23542730962,0.8994428961056381
Clinton County,2023,69208,175100,956,36,019,80320,774,779,992,1244,1341,6.795375,5.024166666666667,304.70300000000003,4.126962791295052,0.16576118367818748,0.17200323662004394,22713.265048260106,1.1264094035371632
